lr_enc,lr_dec,lr_dyn,lr_dyn_scale,epoch,t_total,t_static_recon,t_kl,t_dyn_recon,t_dyn,t_steady,t_dyn_attn,t_attn_pos,v_total,v_static_recon,v_kl,v_dyn_recon,v_dyn,v_steady,v_dyn_attn,v_attn_pos
0.001,0.001,0.001,0.001,1.0,0.001487030315640293,0.00015255398221726457,0.030803492941123382,0.00012256726922673205,2.5650655395323302e-05,0.003017403622872743,0.0,0.0,0.0002464963739831426,3.1307141772858356e-05,0.031244138833050314,1.795965931792935e-05,1.4107565690415633e-05,0.00011750969580761646,0.0,0.0
0.001,0.001,0.001,0.001,2.0,0.00028062771751968503,3.4053182028995224e-05,0.025898198357455805,2.148041994205331e-05,1.6525966173857976e-05,0.00016878156496366576,0.0,0.0,0.00014575300857288653,1.8669584857461523e-05,0.024205460200026698,1.0069967523965662e-05,1.4375093446119536e-05,2.963109506978802e-05,0.0,0.0
0.001,0.001,0.001,0.001,3.0,0.00019568763164586503,2.421824330817238e-05,0.02186531545909028,1.4604310648269035e-05,1.7664457550122575e-05,7.178080196956307e-05,0.0,0.0,0.00011556355573968392,1.6453892960570345e-05,0.020183224188138362,7.682663421640938e-06,1.682733551059273e-05,1.6682788652057448e-05,0.0,0.0
0.001,0.001,0.001,0.001,4.0,0.0001862710216970366,2.2698007475507137e-05,0.021144847716778926,1.3621165803732305e-05,2.0149575166801674e-05,0.00016806200339355092,0.0,0.0,0.0001368960399673954,1.7383075667413368e-05,0.019229384873011342,9.78768254525547e-06,1.878997434899135e-05,2.111023306829608e-05,0.0,0.0
0.001,0.001,0.001,0.001,5.0,0.0001608795671591952,1.96815522036916e-05,0.019689393249684817,1.161015386639507e-05,2.1524086012344846e-05,0.0001301869499140228,0.0,0.0,9.665821921335508e-05,1.3427887756173332e-05,0.018463079730669657,6.220756021815195e-06,1.9735547739707506e-05,2.3445444437781492e-05,0.0,0.0
0.001,0.001,0.001,0.001,6.0,0.00012357505800794665,1.6315061672506683e-05,0.019058073549510137,8.371895196432888e-06,2.3392526069861957e-05,8.574869016818777e-05,0.0,0.0,8.519439717763227e-05,1.1122815395209972e-05,0.019114696056875463,5.263801057850644e-06,2.0830445848029437e-05,9.433178400693113e-06,0.0,0.0
0.001,0.001,0.001,0.001,7.0,0.00012318647651455778,1.5841853678570403e-05,0.018584459024613306,8.334628162641547e-06,2.840969594790549e-05,0.00010291646901383983,0.0,0.0,6.396167154623765e-05,9.822726101384893e-06,0.017880611542153032,3.3497449243707012e-06,2.6269432064509603e-05,5.357641690585031e-06,0.0,0.0
0.001,0.001,0.001,0.001,8.0,9.693590710317019e-05,1.3188196637667185e-05,0.017850244531076247,6.134945348326899e-06,2.91749137800922e-05,6.522081352607667e-05,0.0,0.0,0.00011426313418775933,1.3440722965350435e-05,0.017509137291342156,7.976338130910456e-06,3.087331509292182e-05,1.8502405922239025e-05,0.0,0.0
0.001,0.001,0.001,0.001,9.0,0.00010913589196231803,1.4461640994465584e-05,0.01797576293757517,7.005987199601273e-06,3.1141392211363226e-05,0.00014097904010739173,0.0,0.0,6.261981680317352e-05,9.691315620965387e-06,0.01723446791302668,3.2023418452601334e-06,3.2706451935439675e-05,1.599874352764117e-05,0.0,0.0
0.001,0.001,0.001,0.001,10.0,9.250038447625059e-05,1.2576776340817256e-05,0.01738047078932257,5.759624423854516e-06,3.179715129536878e-05,7.068708523036872e-05,0.0,0.0,5.6080146991439404e-05,8.260704138152488e-06,0.017223274688742476,2.7684507062674616e-06,2.6809064537977657e-05,9.230156333428131e-06,0.0,0.0
